LO_ID,Subject,Subject_Name,Priority,BK_Only,ECQB_2026_Change,File_Hits,First_File,DB_Rows,Coverage_Status_Suggested,LO_Text
010.06.06.01.06,010,Air Law and ATC Procedures,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,State the interval by which consecutive FLs shall be separated.
010.06.06.01.07,010,Air Law and ATC Procedures,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe how FLs are defined.
010.06.06.01.08,010,Air Law and ATC Procedures,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Define the term ‘transition altitude (TA)’.
010.06.06.01.09,010,Air Law and ATC Procedures,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,State how TAs shall normally be specified.
010.06.06.01.10,010,Air Law and ATC Procedures,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain how the HGT of the TA is calculated and expressed in practice.
010.06.06.01.11,010,Air Law and ATC Procedures,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,State where TAs shall be published.
010.06.06.01.12,010,Air Law and ATC Procedures,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Define the term ‘transition level (TRL)’.
010.06.06.01.13,010,Air Law and ATC Procedures,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,State when the TRL is normally passed on to the aircraft.
010.06.06.01.14,010,Air Law and ATC Procedures,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,State how the vertical position of the aircraft shall be expressed at or below the TA and TRL.
010.06.06.01.15,010,Air Law and ATC Procedures,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Define the term ‘transition layer’.
010.06.06.01.16,010,Air Law and ATC Procedures,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe when the vertical position of an aircraft passing through the transition layer shall be expressed in terms of FLs and when in terms of ALT.
010.06.06.01.17,010,Air Law and ATC Procedures,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,State when the QNH altimeter setting shall be made available to departing aircraft.
010.06.06.01.18,010,Air Law and ATC Procedures,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain when the vertical separation of an aircraft during en-route flight shall be assessed in terms of ALT and when in terms of FLs.
010.06.06.01.19,010,Air Law and ATC Procedures,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Explain when, in air-ground communications during an en-route flight, the vertical position of an aircraft shall be expressed in terms of ALT and when in terms of FLs."
010.06.06.01.20,010,Air Law and ATC Procedures,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe why QNH altimeter-setting reports should be provided from sufficient locations.
010.06.06.01.21,010,Air Law and ATC Procedures,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,State how a QNH altimeter setting shall be made available to aircraft approaching a controlled aerodrome (AD) for landing.
010.06.06.01.22,010,Air Law and ATC Procedures,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,State under which circumstances the vertical position of an aircraft above the TRL may be referenced in ALT.
010.06.06.02.01,010,Air Law and ATC Procedures,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,State on which setting at least one altimeter shall be set prior to take-off.
010.06.06.02.02,010,Air Law and ATC Procedures,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,State where during the climb the altimeter setting shall be changed from QNH to 1013.2 hPa.
010.06.06.02.03,010,Air Law and ATC Procedures,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe when a pilot of an aircraft intending to land at an AD shall obtain the TRL.
010.06.06.02.04,010,Air Law and ATC Procedures,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe when a pilot of an aircraft intending to land at an AD shall obtain the actual QNH altimeter setting.
010.06.06.02.05,010,Air Law and ATC Procedures,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,State where the altimeter settings shall be changed from 1013.2 hPa to QNH during descent for landing.
010.06.07.01.01,010,Air Law and ATC Procedures,LOW,Y,,3,agent_tasklist.md,0,DRAFT_DONE,Describe the difference between independent and dependent parallel approaches.
010.06.07.01.02,010,Air Law and ATC Procedures,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe the following different operations: simultaneous instrument departures; segregated parallel approaches/departures; semi-mixed and mixed operations.
010.06.07.01.03,010,Air Law and ATC Procedures,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe the terms ‘normal operating zone (NOZ)’ and ‘no transgression zone (NTZ)’.
010.06.07.01.04,010,Air Law and ATC Procedures,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,State the aircraft avionics requirements for conducting parallel instrument approaches.
010.06.07.01.05,010,Air Law and ATC Procedures,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,State where guidance material may be located for simultaneous operations on parallel or near-parallel instrument runways.
010.06.07.01.06,010,Air Law and ATC Procedures,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"State the radar requirements for simultaneous, independent, and parallel instrument approaches, and how weather conditions effect these."
010.06.07.01.07,010,Air Law and ATC Procedures,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"State the maximum angle of interception for an ILS localiser course (CRS) or microwave landing system (MLS) final approach track in case of simultaneous, independent, and parallel instrument approaches."
010.06.07.01.08,010,Air Law and ATC Procedures,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe the special conditions for tracks on missed approach procedures and departures in case of simultaneous or parallel operations.
010.06.08.01.01,010,Air Law and ATC Procedures,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,State when and where the pilot shall operate the transponder.
010.06.08.01.02,010,Air Law and ATC Procedures,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,State the modes and codes that the pilot shall operate in the absence of any ATC directions or regional air navigation agreements.
010.06.08.01.03,010,Air Law and ATC Procedures,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,State when the pilot shall operate Mode C.
010.06.08.01.04,010,Air Law and ATC Procedures,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,State when the pilot shall ‘SQUAWK IDENT’.
010.06.08.01.05,010,Air Law and ATC Procedures,HIGH,N,"Loss of comms — SERA 2024/404: 7601 added, 20-min rule replaces 7-min",3,agent_tasklist.md,0,DRAFT_DONE,State the transponder code to indicate: a state of emergency; a COM failure; unlawful interference.
010.06.08.01.06,010,Air Law and ATC Procedures,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe the consequences of a transponder failure in flight.
010.06.08.01.07,010,Air Law and ATC Procedures,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,State the primary action of the pilot in the case of an unserviceable transponder before departure when no repair or replacement at the given AD is possible.
010.06.08.02.01,010,Air Law and ATC Procedures,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe the main reason for using ACAS.
010.06.08.02.02,010,Air Law and ATC Procedures,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,State whether the ‘use of ACAS indications’ described in ICAO Doc 8168 is absolutely mandatory.
010.06.08.02.03,010,Air Law and ATC Procedures,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the pilots’ reaction required to allow ACAS to fulfil its role of assisting pilots in the avoidance of potential collisions.
010.06.08.02.04,010,Air Law and ATC Procedures,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain why pilots shall not manoeuvre their aircraft in response to traffic advisories (TAs) only.
010.06.08.02.05,010,Air Law and ATC Procedures,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the significance of TAs in view of possible resolution advisories (RAs).
010.06.08.02.06,010,Air Law and ATC Procedures,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,State why a pilot should follow RAs immediately.
010.06.08.02.07,010,Air Law and ATC Procedures,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,List the reasons which may force a pilot to disregard an RA.
010.06.08.02.08,010,Air Law and ATC Procedures,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the importance of instructing ATC immediately that an RA has been followed.
010.06.08.02.09,010,Air Law and ATC Procedures,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the duties of a pilot with regard to ATC when an RA situation is resolved.
010.06.09.01.01,010,Air Law and ATC Procedures,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe the subject matter and scope of that Regulation.
010.06.09.01.02,010,Air Law and ATC Procedures,LOW,Y,,3,agent_tasklist.md,0,DRAFT_DONE,State that Reg. (EU) 965/2012 covers all types of commercial and non-commercial operations.
010.06.09.02.01,010,Air Law and ATC Procedures,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Recall the definitions in the Regulation not already given in ICAO PAN-OPS.
010.06.09.03.01,010,Air Law and ATC Procedures,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe the scope of these Parts.
010.06.09.03.02,010,Air Law and ATC Procedures,LOW,Y,,3,agent_tasklist.md,0,DRAFT_DONE,"Explain the main content of these Parts, except the operational procedures."
010.07.01.01.01,010,Air Law and ATC Procedures,LOW,Y,,3,agent_tasklist.md,0,DRAFT_DONE,Recall the definitions given in ICAO Annex 11.
010.07.01.02.01,010,Air Law and ATC Procedures,LOW,Y,,3,agent_tasklist.md,0,DRAFT_DONE,State the objectives of ATS.
010.07.01.02.02,010,Air Law and ATC Procedures,LOW,Y,,3,agent_tasklist.md,0,DRAFT_DONE,Describe the three basic types of ATS.
010.07.01.02.03,010,Air Law and ATC Procedures,LOW,Y,,3,agent_tasklist.md,0,DRAFT_DONE,Describe the three basic types of ATC services.
010.07.01.02.04,010,Air Law and ATC Procedures,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,State on which frequencies a pilot can expect ATC to contact them in case of an emergency.
010.07.01.02.05,010,Air Law and ATC Procedures,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe the procedure for the transfer of an aircraft from one ATC unit to another.
010.07.01.03.01,010,Air Law and ATC Procedures,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe the purpose for establishing flight information regions (FIRs) including upper flight information regions (UIRs).
010.07.01.03.02,010,Air Law and ATC Procedures,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe the various rules and services that apply to the various classes of airspace.
010.07.01.03.03,010,Air Law and ATC Procedures,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain which airspace shall be included in an FIR or UIR.
010.07.01.03.04,010,Air Law and ATC Procedures,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,State the designation for those portions of the airspace where flight information service (FIS) and alerting service shall be provided.
010.07.01.03.05,010,Air Law and ATC Procedures,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,State the designations for those portions of the airspace where ATC services shall be provided.
010.07.01.03.06,010,Air Law and ATC Procedures,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Identify whether or not control areas (CTAs) and control zones (CTRs) designated within an FIR shall form part of that FIR.
010.07.01.03.07,010,Air Law and ATC Procedures,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,State the lower limit of a CTA as far as ICAO Standards are concerned.
010.07.01.03.08,010,Air Law and ATC Procedures,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,State whether or not the lower limit of a CTA has to be established uniformly.
010.07.01.03.09,010,Air Law and ATC Procedures,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain why a UIR or upper CTA should be delineated to include the upper airspace within the lateral limits of a number of lower FIRs or CTAs.
010.07.01.03.10,010,Air Law and ATC Procedures,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe in general the lateral limits of CTRs.
010.07.01.03.11,010,Air Law and ATC Procedures,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,State the minimum extension (in NM) of the lateral limits of a CTR.
010.07.01.03.12,010,Air Law and ATC Procedures,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,State the upper limits of a CTR located within the lateral limits of a CTA.
010.07.01.04.01,010,Air Law and ATC Procedures,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Name all classes of airspace in which ATC services shall be provided.
010.07.01.04.02,010,Air Law and ATC Procedures,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Name the ATS units providing ATC services (area control service, approach control service, aerodrome control service)."
010.07.01.04.03,010,Air Law and ATC Procedures,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe which unit(s) may be assigned with the task to provide specified services on the apron.
010.07.01.04.04,010,Air Law and ATC Procedures,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,State the purpose of clearances issued by an ATC unit.
010.07.01.04.05,010,Air Law and ATC Procedures,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,List the various (five possible) parts of an ATC clearance.
010.07.01.04.06,010,Air Law and ATC Procedures,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Explain why the movement of persons, vehicles and towed aircraft on the manoeuvring area of an AD shall be controlled by the aerodrome control tower (TWR) (as necessary)."
010.07.01.05.01,010,Air Law and ATC Procedures,LOW,Y,,3,agent_tasklist.md,0,DRAFT_DONE,State for which aircraft FIS shall be provided.
010.07.01.05.02,010,Air Law and ATC Procedures,LOW,Y,,3,agent_tasklist.md,0,DRAFT_DONE,State whether or not FIS shall include the provision of pertinent significant meteorological information (SIGMET) and air meteorological information report (AIRMET) information.
010.07.01.05.03,010,Air Law and ATC Procedures,LOW,Y,,3,agent_tasklist.md,0,DRAFT_DONE,State which information FIS shall include in addition to SIGMET and AIRMET information.
010.07.01.05.04,010,Air Law and ATC Procedures,LOW,Y,,3,agent_tasklist.md,0,DRAFT_DONE,Indicate which other information the FIS shall include in addition to the special information given in Annex 11.
010.07.01.05.05,010,Air Law and ATC Procedures,LOW,Y,,3,agent_tasklist.md,0,DRAFT_DONE,State the meaning of the acronym ‘ATIS’ in plain language.
010.07.01.05.06,010,Air Law and ATC Procedures,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"List the basic information concerning automatic terminal information service (ATIS) broadcasts (e.g. frequencies used, number of ADs included, updating, identification, acknowledgment of receipt, language and channels, ALT- setting)."
010.07.01.05.07,010,Air Law and ATC Procedures,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,State the content of an ATIS message.
010.07.01.05.08,010,Air Law and ATC Procedures,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,State the reasons and circumstances when an ATIS message shall be updated.
010.07.01.06.01,010,Air Law and ATC Procedures,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,State who provides the alerting service.
010.07.01.06.02,010,Air Law and ATC Procedures,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,State who is responsible for initiating the appropriate emergency phase.
010.07.01.06.03,010,Air Law and ATC Procedures,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,State the aircraft to which alerting service shall be provided.
010.07.01.06.04,010,Air Law and ATC Procedures,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,State which unit shall be notified by the responsible ATS unit immediately when an aircraft is considered to be in a state of emergency.
010.07.01.06.05,010,Air Law and ATC Procedures,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Name the three stages of emergency and describe the basic conditions for each kind of emergency.
